ts,session,tag,run,status,fw_tag,cpu_mhz,flash_hz,flash_mode,model_banner,head_mb,psram_free_kb,temp_start,temp_end,tokens,seconds,tok_per_s,ms_per_tok,ms_input,ms_attn,ms_ffn,ms_ple,ms_head,ms_residual
2026-08-10T02:49:51,B,ple-D96-s0@cpu80,4,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,34.3,34.3,200,57.93,3.45,288.7,6.0,62.0,184.7,12.3,23.7,0.000
2026-08-10T02:50:53,B,ple-D96-s0@cpu80,5,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,34.3,34.3,200,57.93,3.45,288.7,6.0,62.0,184.7,12.3,23.7,0.000
2026-08-10T02:52:31,B,ple-D160-s0@cpu80,1,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,33.3,34.3,200,62.13,3.22,309.7,9.8,133.4,107.7,19.9,38.8,0.100
2026-08-10T02:53:38,B,ple-D160-s0@cpu80,2,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,34.3,34.3,200,62.25,3.21,310.3,9.8,133.8,107.8,19.9,38.9,0.100
2026-08-10T02:54:44,B,ple-D160-s0@cpu80,3,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,34.3,34.3,200,62.13,3.22,309.7,9.8,133.4,107.7,19.9,38.8,0.100
2026-08-10T02:55:51,B,ple-D160-s0@cpu80,4,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,34.3,34.3,200,62.13,3.22,309.7,9.8,133.4,107.7,19.9,38.8,0.100
2026-08-10T02:56:58,B,ple-D160-s0@cpu80,5,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,34.3,34.3,200,62.25,3.21,310.3,9.8,133.8,107.8,19.9,38.9,0.100
2026-08-10T03:06:07,B,ple-c3M-s0@cpu80,1,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,33.3,34.3,200,104.36,1.92,520.9,7.6,92.3,373.9,15.9,31.2,0.000
2026-08-10T03:07:57,B,ple-c3M-s0@cpu80,2,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,34.3,34.3,200,104.36,1.92,520.9,7.6,92.3,373.9,15.9,31.2,0.000
2026-08-10T03:09:47,B,ple-c3M-s0@cpu80,3,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,34.3,34.3,200,104.47,1.91,521.4,7.6,92.6,373.9,15.9,31.3,0.100
2026-08-10T03:11:36,B,ple-c3M-s0@cpu80,4,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,34.3,34.3,200,104.47,1.91,521.4,7.6,92.6,373.9,15.9,31.3,0.100
2026-08-10T03:13:26,B,ple-c3M-s0@cpu80,5,OK,v3-sram-actq,80,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,34.3,34.3,200,104.47,1.91,521.4,7.6,92.6,373.9,15.9,31.3,0.100
2026-08-10T03:48:11,DOM,ple-dom-industrial-s0@cpu240,1,OK,v3-sram-actq,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,34.3,36.3,200,22.79,8.78,113.4,2.9,38.9,53.4,5.9,12.3,0.000
2026-08-10T03:48:37,DOM,ple-dom-industrial-s0@cpu240,2,OK,v3-sram-actq,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,35.3,37.3,200,22.70,8.81,113.0,2.9,38.7,53.3,5.9,12.2,0.000
2026-08-10T03:49:04,DOM,ple-dom-industrial-s0@cpu240,3,OK,v3-sram-actq,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,36.3,37.3,200,22.79,8.78,113.4,2.9,38.9,53.4,5.9,12.3,0.000
2026-08-10T03:50:00,DOM,ple-dom-shakes-s0@cpu240,1,OK,v3-sram-actq,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,35.3,37.3,200,22.79,8.78,113.5,2.9,39.0,53.4,5.9,12.3,0.000
2026-08-10T03:50:26,DOM,ple-dom-shakes-s0@cpu240,2,OK,v3-sram-actq,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,36.3,37.3,200,22.79,8.78,113.5,2.9,39.0,53.4,5.9,12.3,0.000
2026-08-10T03:50:53,DOM,ple-dom-shakes-s0@cpu240,3,OK,v3-sram-actq,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,36.3,37.3,200,22.79,8.78,113.5,2.9,39.0,53.4,5.9,12.3,0.000
2026-08-10T04:07:37,C,ple-ref28M-s0@cpu240,1,OK,v4-n200-w8,240,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,35.3,37.3,200,21.24,9.42,104.1,4.4,26.1,6.9,8.5,58.2,-0.000
2026-08-10T04:08:02,C,ple-ref28M-s0@cpu240,2,OK,v4-n200-w8,240,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,36.3,38.3,200,21.24,9.42,104.1,4.4,26.1,6.9,8.5,58.2,-0.000
2026-08-10T04:08:28,C,ple-ref28M-s0@cpu240,3,OK,v4-n200-w8,240,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,36.3,38.3,200,21.24,9.42,104.1,4.4,26.1,6.9,8.5,58.2,-0.000
2026-08-10T04:08:53,C,ple-ref28M-s0@cpu240,4,OK,v4-n200-w8,240,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,36.3,39.3,200,21.24,9.42,104.1,4.4,26.1,6.9,8.5,58.2,-0.000
2026-08-10T04:09:18,C,ple-ref28M-s0@cpu240,5,OK,v4-n200-w8,240,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,36.3,39.3,200,21.24,9.42,104.1,4.4,26.1,6.9,8.5,58.2,-0.000
2026-08-10T04:10:40,C,ple-ref28M-s0@cpu160,1,OK,v4-n200-w8,160,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,35.3,37.3,200,28.93,6.91,142.0,6.2,34.8,9.8,12.2,79.0,0.000
2026-08-10T04:11:13,C,ple-ref28M-s0@cpu160,2,OK,v4-n200-w8,160,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,36.3,37.3,200,28.93,6.91,142.0,6.2,34.8,9.8,12.2,79.0,0.000
2026-08-10T04:11:46,C,ple-ref28M-s0@cpu160,3,OK,v4-n200-w8,160,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,35.3,37.3,200,28.93,6.91,142.0,6.2,34.8,9.8,12.2,79.0,0.000
2026-08-10T04:12:19,C,ple-ref28M-s0@cpu160,4,OK,v4-n200-w8,160,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,36.3,37.3,200,28.93,6.91,142.0,6.2,34.8,9.8,12.2,79.0,0.000
2026-08-10T04:12:52,C,ple-ref28M-s0@cpu160,5,OK,v4-n200-w8,160,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,36.3,37.3,200,28.93,6.91,142.0,6.2,34.8,9.8,12.2,79.0,0.000
2026-08-10T04:14:39,C,ple-ref28M-s0@cpu80,1,OK,v4-n200-w8,80,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,34.3,35.3,200,53.11,3.77,261.4,11.8,61.9,18.8,23.3,145.6,0.000
2026-08-10T04:15:36,C,ple-ref28M-s0@cpu80,2,OK,v4-n200-w8,80,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,34.3,35.3,200,53.11,3.77,261.4,11.7,61.9,18.8,23.3,145.6,0.100
2026-08-10T04:16:34,C,ple-ref28M-s0@cpu80,3,OK,v4-n200-w8,80,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,34.3,35.3,200,53.11,3.77,261.4,11.8,61.9,18.8,23.3,145.6,0.000
2026-08-10T04:17:32,C,ple-ref28M-s0@cpu80,4,OK,v4-n200-w8,80,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,34.3,35.3,200,53.11,3.77,261.4,11.8,61.9,18.8,23.3,145.6,0.000
2026-08-10T04:18:30,C,ple-ref28M-s0@cpu80,5,OK,v4-n200-w8,80,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,34.3,35.3,200,52.89,3.78,260.3,11.7,61.6,18.8,23.3,144.8,0.100
2026-08-10T04:22:54,C,ple-d32-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=447 P=32  (mapped 15.6 MB),0.54,4478,34.3,36.3,200,27.97,7.15,139.3,1.6,46.0,64.9,3.7,23.1,0.000
2026-08-10T04:23:26,C,ple-d32-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=447 P=32  (mapped 15.6 MB),0.54,4478,35.3,37.3,200,27.97,7.15,139.3,1.6,46.0,64.9,3.7,23.1,0.000
2026-08-10T04:23:57,C,ple-d32-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=447 P=32  (mapped 15.6 MB),0.54,4478,36.3,38.3,200,27.97,7.15,139.3,1.6,46.0,64.9,3.7,23.1,0.000
2026-08-10T04:24:29,C,ple-d32-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=447 P=32  (mapped 15.6 MB),0.54,4478,36.3,38.3,200,27.94,7.16,139.1,1.6,45.9,64.9,3.7,23.0,0.000
2026-08-10T04:25:01,C,ple-d32-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=447 P=32  (mapped 15.6 MB),0.54,4478,36.3,38.3,200,27.94,7.16,139.1,1.6,45.9,64.9,3.7,23.0,0.000
2026-08-10T04:26:03,C,ple-d64-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,35.3,37.3,200,28.23,7.09,140.5,3.2,47.3,60.3,6.6,23.1,0.000
2026-08-10T04:26:35,C,ple-d64-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,36.3,38.3,200,28.23,7.09,140.5,3.2,47.3,60.3,6.6,23.1,0.000
2026-08-10T04:27:07,C,ple-d64-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,36.3,38.3,200,28.17,7.10,140.3,3.2,47.1,60.3,6.6,23.0,0.100
2026-08-10T04:27:39,C,ple-d64-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,36.3,38.3,200,28.23,7.09,140.5,3.2,47.3,60.3,6.6,23.1,0.000
2026-08-10T04:28:11,C,ple-d64-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,37.3,38.3,200,28.17,7.10,140.3,3.2,47.1,60.3,6.6,23.0,0.100
2026-08-10T04:29:23,C,ple-d128-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,35.3,38.3,200,28.04,7.13,139.6,6.3,47.0,50.9,12.4,23.0,0.000
2026-08-10T04:29:55,C,ple-d128-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,36.3,38.3,200,28.04,7.13,139.6,6.3,47.0,50.9,12.4,23.0,0.000
2026-08-10T04:30:27,C,ple-d128-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,36.3,38.3,200,28.09,7.12,139.9,6.3,47.2,50.9,12.4,23.1,0.000
2026-08-10T04:30:59,C,ple-d128-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,36.3,38.3,200,28.09,7.12,139.9,6.3,47.2,50.9,12.4,23.1,0.000
2026-08-10T04:31:31,C,ple-d128-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=351 P=128  (mapped 15.6 MB),0.54,4473,36.3,38.3,200,28.04,7.13,139.6,6.3,47.0,50.9,12.4,23.0,0.000
2026-08-10T04:33:06,C,ple-d256-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,35.3,37.3,200,28.07,7.13,139.8,12.4,47.1,32.5,24.6,23.1,0.100
2026-08-10T04:33:37,C,ple-d256-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,36.3,38.3,200,28.07,7.13,139.8,12.4,47.1,32.5,24.6,23.1,0.100
2026-08-10T04:34:09,C,ple-d256-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,36.3,38.3,200,28.07,7.13,139.8,12.4,47.1,32.5,24.6,23.1,0.100
2026-08-10T04:34:41,C,ple-d256-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,36.3,38.3,200,28.12,7.11,140.0,12.4,47.3,32.5,24.6,23.1,0.100
2026-08-10T04:35:13,C,ple-d256-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=223 P=256  (mapped 15.6 MB),0.54,4465,36.3,38.3,200,28.07,7.13,139.8,12.4,47.1,32.5,24.6,23.1,0.100
2026-08-10T04:36:05,C,ple-c1M-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,35.3,38.3,200,21.61,9.26,107.5,3.2,45.7,29.0,6.6,23.0,0.000
2026-08-10T04:36:30,C,ple-c1M-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,36.3,38.3,200,21.64,9.24,107.6,3.2,45.8,29.0,6.6,23.1,-0.100
2026-08-10T04:36:55,C,ple-c1M-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,36.3,38.3,200,21.61,9.26,107.5,3.2,45.7,29.0,6.6,23.0,0.000
2026-08-10T04:37:21,C,ple-c1M-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,36.3,38.3,200,21.64,9.24,107.6,3.2,45.8,29.0,6.6,23.1,-0.100
2026-08-10T04:37:46,C,ple-c1M-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=198 P=64  (mapped 15.6 MB),0.54,4479,36.3,38.3,200,21.64,9.24,107.6,3.2,45.8,29.0,6.6,23.1,-0.100
2026-08-10T04:38:57,C,ple-c2M-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,36.3,38.3,200,34.39,5.82,171.3,3.2,47.2,91.3,6.6,23.1,-0.100
2026-08-10T04:39:36,C,ple-c2M-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,36.3,38.3,200,34.33,5.83,171.1,3.2,47.0,91.3,6.6,23.0,0.000
2026-08-10T04:40:14,C,ple-c2M-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,36.3,38.3,200,34.39,5.82,171.3,3.2,47.2,91.3,6.6,23.1,-0.100
2026-08-10T04:40:52,C,ple-c2M-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,36.3,38.3,200,34.33,5.83,171.1,3.2,47.0,91.3,6.6,23.0,0.000
2026-08-10T04:41:31,C,ple-c2M-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=632 P=64  (mapped 15.6 MB),0.54,4474,37.3,38.3,200,34.39,5.82,171.3,3.2,47.2,91.3,6.6,23.1,-0.100
2026-08-10T04:43:02,C,ple-c3M-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,35.3,38.3,200,46.95,4.26,234.2,3.2,47.0,154.4,6.6,23.0,-0.000
2026-08-10T04:43:53,C,ple-c3M-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,36.3,38.3,200,46.95,4.26,234.2,3.2,47.0,154.4,6.6,23.0,-0.000
2026-08-10T04:44:44,C,ple-c3M-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,36.3,38.3,200,47.01,4.25,234.5,3.2,47.2,154.4,6.6,23.1,0.000
2026-08-10T04:45:36,C,ple-c3M-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,37.3,38.3,200,47.01,4.25,234.5,3.2,47.2,154.4,6.6,23.1,0.000
2026-08-10T04:46:27,C,ple-c3M-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=1066 P=64  (mapped 15.6 MB),0.54,4469,37.3,39.3,200,47.01,4.25,234.5,3.2,47.2,154.4,6.6,23.1,0.000
2026-08-10T04:47:23,C,ple-L4-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,36.3,38.3,200,26.57,7.53,132.3,2.1,31.4,71.3,4.4,23.0,0.100
2026-08-10T04:47:53,C,ple-L4-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,36.3,38.3,200,26.61,7.52,132.5,2.1,31.5,71.3,4.4,23.1,0.100
2026-08-10T04:48:24,C,ple-L4-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,36.3,38.3,200,26.57,7.53,132.3,2.1,31.4,71.3,4.4,23.0,0.100
2026-08-10T04:48:54,C,ple-L4-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,37.3,38.3,200,26.61,7.52,132.5,2.1,31.5,71.3,4.4,23.1,0.100
2026-08-10T04:49:25,C,ple-L4-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=4 H=4 F=740 P=64  (mapped 15.6 MB),0.54,5498,37.3,38.3,200,26.57,7.53,132.3,2.1,31.4,71.3,4.4,23.0,0.100
2026-08-10T04:50:31,C,ple-L8-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,36.3,38.3,200,29.59,6.76,147.4,4.2,62.6,48.7,8.8,23.0,0.100
2026-08-10T04:51:05,C,ple-L8-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,36.3,38.3,200,29.66,6.74,147.7,4.2,62.9,48.7,8.8,23.1,-0.000
2026-08-10T04:51:38,C,ple-L8-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,36.3,38.3,200,29.66,6.74,147.7,4.2,62.9,48.7,8.8,23.1,-0.000
2026-08-10T04:52:12,C,ple-L8-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,36.3,38.3,200,29.66,6.74,147.7,4.2,62.9,48.7,8.8,23.1,-0.000
2026-08-10T04:52:45,C,ple-L8-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=128 L=8 H=4 F=252 P=64  (mapped 15.6 MB),0.54,3389,36.3,38.3,200,29.66,6.74,147.7,4.2,62.9,48.7,8.8,23.1,-0.000
2026-08-10T04:53:45,C,ple-D96-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,35.3,38.3,200,26.67,7.50,132.8,2.5,31.8,75.9,5.1,17.4,0.100
2026-08-10T04:54:15,C,ple-D96-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,36.3,38.3,200,26.71,7.49,133.0,2.5,32.0,76.0,5.1,17.4,0.000
2026-08-10T04:54:46,C,ple-D96-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,36.3,38.3,200,26.71,7.49,133.0,2.5,32.0,76.0,5.1,17.4,0.000
2026-08-10T04:55:16,C,ple-D96-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,36.3,38.3,200,26.71,7.49,133.0,2.5,32.0,76.0,5.1,17.4,0.000
2026-08-10T04:55:47,C,ple-D96-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=96 L=6 H=4 F=674 P=64  (mapped 15.6 MB),0.41,5378,36.3,38.3,200,26.67,7.50,132.8,2.5,31.8,75.9,5.1,17.4,0.100
2026-08-10T04:56:52,C,ple-D160-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,35.3,38.3,200,30.50,6.56,151.9,4.1,66.3,44.6,8.3,28.7,-0.100
2026-08-10T04:57:27,C,ple-D160-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,36.3,38.3,200,30.50,6.56,151.9,4.1,66.3,44.6,8.3,28.7,-0.100
2026-08-10T04:58:01,C,ple-D160-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,36.3,38.3,200,30.57,6.54,152.3,4.1,66.5,44.6,8.3,28.7,0.100
2026-08-10T04:58:35,C,ple-D160-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,36.3,38.3,200,30.50,6.56,151.9,4.1,66.3,44.6,8.3,28.7,-0.100
2026-08-10T04:59:10,C,ple-D160-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=4096 D=160 L=6 H=4 F=242 P=64  (mapped 15.6 MB),0.67,3582,36.3,38.3,200,30.57,6.54,152.3,4.1,66.5,44.6,8.3,28.7,0.100
2026-08-10T05:14:18,C,ple-ref28M-s0@Os240,1,OK,v4-n200-w8,240,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,33.3,37.3,200,32.90,6.08,161.5,4.9,31.7,7.7,9.6,107.5,0.100
2026-08-10T05:14:55,C,ple-ref28M-s0@Os240,2,OK,v4-n200-w8,240,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,36.3,38.3,200,32.90,6.08,161.5,4.9,31.7,7.7,9.6,107.5,0.100
2026-08-10T05:15:32,C,ple-ref28M-s0@Os240,3,OK,v4-n200-w8,240,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,36.3,39.3,200,32.98,6.06,161.9,4.9,31.9,7.7,9.6,107.7,0.100
2026-08-10T05:16:09,C,ple-ref28M-s0@Os240,4,OK,v4-n200-w8,240,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,37.3,39.3,200,32.98,6.06,161.9,4.9,31.9,7.7,9.6,107.7,0.100
2026-08-10T05:16:46,C,ple-ref28M-s0@Os240,5,OK,v4-n200-w8,240,80000000,0,model: V=32768 D=96 L=6 H=4 F=66 P=128  (mapped 15.6 MB),2.54,4326,37.3,39.3,200,32.90,6.08,161.5,4.9,31.7,7.7,9.6,107.5,0.100
2026-08-10T05:20:26,C,ple-d64-s0@n100,1,OK,v4-n100-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,34.3,36.3,100,10.51,9.51,104.6,2.9,30.3,53.4,5.9,12.2,-0.100
2026-08-10T05:20:40,C,ple-d64-s0@n100,2,OK,v4-n100-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,35.3,36.3,100,10.54,9.49,104.9,2.9,30.4,53.4,5.9,12.3,0.000
2026-08-10T05:20:54,C,ple-d64-s0@n100,3,OK,v4-n100-w8,240,80000000,0,model: V=4096 D=128 L=6 H=4 F=415 P=64  (mapped 15.6 MB),0.54,4476,35.3,37.3,100,10.54,9.49,104.9,2.9,30.4,53.4,5.9,12.3,0.000
